"classification","year","period","period_desc","aggregate_level","is_leaf_code","trade_flow_code","trade_flow","reporter_code","reporter","reporter_iso","partner_code","partner","partner_iso","commodity_code","commodity","qty_unit_code","qty_unit","qty","netweight_kg","trade_value_usd","flag"
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0,,,0,369549216,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"50",Silk,0,,,0,7189611,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0,,,0,24846754,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"52",Cotton,0,,,0,80007298,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"54",Man-made filaments,0,,,0,198205758,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"55",Man-made staple fibres,0,,,0,160544377,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0,,,0,208373385,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0,,,0,249199338,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"60",Fabrics; knitted or crocheted,0,,,0,108675126,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"61",Apparel and clothing accessories; knitted or crocheted,0,,,0,3748885970,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0,,,0,1338927960,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"64",Footwear; gaiters and the like; parts of such articles,0,,,0,2291520853,0
HS,2018,201806,June 2018,2,0,1,Imports,842,United States of America,,0,World,,"67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",0,,,0,211353330,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"31",Fertilizers,0,,,0,747989338,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"99",Commodities not specified according to kind,0,,,0,8826107388,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"75",Nickel and articles thereof,0,,,0,356282642,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"78",Lead and articles thereof,0,,,0,113008419,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"02",Meat and edible meat offal,0,,,0,675665134,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"10",Cereals,0,,,0,294366841,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"11","Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,0,169925470,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,0,235505114,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"13","Lac; gums, resins and other vegetable saps and extracts",0,,,0,154523254,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,0,431774275,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"19","Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,0,633131449,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"20","Preparations of vegetables, fruit, nuts or other parts of plants",0,,,0,794962967,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"21",Miscellaneous edible preparations,0,,,0,756363016,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"23","Food industries, residues and wastes thereof; prepared animal fodder",0,,,0,293869537,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"38",Chemical products n.e.s.,0,,,0,1326139335,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0,,,0,5426551143,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"88","Aircraft, spacecraft and parts thereof",0,,,0,2454389898,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"40",Rubber and articles thereof,0,,,0,2499651181,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"41",Raw hides and skins (other than furskins) and leather,0,,,0,64299547,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"45",Cork and articles of cork,0,,,0,26324382,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",0,,,0,45124020,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"48","Paper and paperboard; articles of paper pulp, of paper or paperboard",0,,,0,1402350896,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0,,,0,347796505,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"50",Silk,0,,,0,7778385,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0,,,0,24127611,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"54",Man-made filaments,0,,,0,197885974,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0,,,0,195871484,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",0,,,0,56544845,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0,,,0,246863157,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"60",Fabrics; knitted or crocheted,0,,,0,80750157,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"61",Apparel and clothing accessories; knitted or crocheted,0,,,0,3205886020,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0,,,0,1187420761,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",0,,,0,172650105,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"72",Iron and steel,0,,,0,2960860599,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"73",Iron or steel articles,0,,,0,3600483903,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"74",Copper and articles thereof,0,,,0,948849807,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"76",Aluminium and articles thereof,0,,,0,2202517411,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"79",Zinc and articles thereof,0,,,0,310481335,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"80",Tin; articles thereof,0,,,0,66114578,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"81","Metals; n.e.s., cermets and articles thereof",0,,,0,295886040,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"83",Metal; miscellaneous products of base metal,0,,,0,1003154467,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0,,,0,24813458826,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,0,214009760,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"05",Animal originated products; not elsewhere specified or included,0,,,0,97355897,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"07",Vegetables and certain roots and tubers; edible,0,,,0,929528752,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"08","Fruit and nuts, edible; peel of citrus fruit or melons",0,,,0,1785073680,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"09","Coffee, tea, mate and spices",0,,,0,725112831,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"14",Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,0,8585913,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"15",Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,0,628605915,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"17",Sugars and sugar confectionery,0,,,0,378645076,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"18",Cocoa and cocoa preparations,0,,,0,433970200,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"22","Beverages, spirits and vinegar",0,,,0,2279326293,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"24",Tobacco and manufactured tobacco substitutes,0,,,0,149385960,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"25","Salt; sulphur; earths, stone; plastering materials, lime and cement",0,,,0,336666427,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"26","Ores, slag and ash",0,,,0,252338222,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0,,,0,19638919816,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"29",Organic chemicals,0,,,0,4661239825,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"30",Pharmaceutical products,0,,,0,9288180446,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0,,,0,393328323,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0,,,0,1218001386,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",0,,,0,298095472,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"35",Albuminoidal substances; modified starches; glues; enzymes,0,,,0,222004588,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"39",Plastics and articles thereof,0,,,0,4971706690,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0,,,,996955487,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"43",Furskins and artificial fur; manufactures thereof,0,,,,15589168,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"44",Wood and articles of wood; wood charcoal,0,,,,1862654438,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"47",Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,0,,,,351192028,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"52",Cotton,0,,,,77632074,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"53",Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0,,,,21460075,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"55",Man-made staple fibres,0,,,,162137942,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"57",Carpets and other textile floor coverings,0,,,,258956169,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"62",Apparel and clothing accessories; not knitted or crocheted,0,,,,2975777183,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"64",Footwear; gaiters and the like; parts of such articles,0,,,,1924289001,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"65",Headgear and parts thereof,0,,,,179892706,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",0,,,,72665002,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0,,,,692855932,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"69",Ceramic products,0,,,,517819359,0
HS,2018,201804,April 2018,2,0,1,Imports,842,United States of America,,0,World,,"70",Glass and glassware,0,,,,696828260,0
